Year,week_number,week_end,total_death_all_ages,all_respiratory_diseases_(ICD-10 J00-J99) _ICD-10 v 2010,Under 1 year,01-14,15-44,45-64,65-74,75-84,85+,Under 1 year_male,01-14_male,15-44_male,45-64_male,65-74_male,75-84_male,85+_male,Under 1 year_female,01-14_female,15-44_female,45-64_female,65-74_female,75-84_female,85+_female,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East,London,South East,South West,Wales
2013,1 ,4-Jan-13,"11,620","2,235",34,24,220,"1,179","1,780","3,461","4,921",17,13,129,679,"1,047","1,734","1,757",17,11,91,500,733,"1,727","3,164",696,"1,545","1,138",976,"1,268","1,198","1,080","1,793","1,174",725
2013,2 ,11-Jan-13,"12,541","2,508",65,27,315,"1,481","1,849","3,703","5,100",50,11,183,885,"1,071","1,915","1,775",15,16,132,596,778,"1,788","3,325",732,"1,650","1,213","1,025","1,325","1,299","1,182","1,988","1,346",755
2013,3 ,18-Jan-13,"11,075","2,015",54,11,324,"1,305","1,693","3,156","4,532",32,5,192,791,"1,001","1,594","1,621",22,6,132,514,692,"1,562","2,911",646,"1,539","1,155",928,"1,072","1,232","1,012","1,680","1,149",647
2013,4 ,25-Jan-13,"11,262","1,903",49,20,285,"1,216","1,780","3,286","4,625",24,12,179,730,"1,035","1,713","1,614",25,8,106,486,745,"1,573","3,011",607,"1,571","1,163",919,"1,158","1,193","1,063","1,643","1,191",738
2013,5 ,1-Feb-13,"11,314","1,939",51,24,253,"1,288","1,682","3,293","4,723",31,10,155,749,982,"1,739","1,758",20,14,98,539,700,"1,554","2,965",599,"1,481","1,121",956,"1,149","1,215","1,079","1,734","1,211",749
2013,6 ,8-Feb-13,"11,044","1,831",59,21,295,"1,235","1,713","3,243","4,478",30,10,193,740,"1,007","1,645","1,614",29,11,102,495,706,"1,598","2,864",565,"1,533","1,102",873,"1,172","1,144","1,052","1,725","1,182",682
2013,7 ,15-Feb-13,"11,030","1,863",55,31,357,"1,307","1,682","3,200","4,396",32,12,216,785,988,"1,649","1,608",23,19,141,522,694,"1,551","2,788",585,"1,542","1,126",912,"1,174","1,138","1,117","1,575","1,146",697
2013,8 ,22-Feb-13,"10,850","1,834",58,22,292,"1,170","1,655","3,132","4,515",42,8,178,688,985,"1,569","1,645",16,14,114,482,670,"1,563","2,870",554,"1,522","1,102",939,"1,074","1,116","1,048","1,631","1,159",688
2013,9 ,1-Mar-13,"10,783","1,851",52,25,318,"1,242","1,664","3,079","4,400",34,12,210,755,945,"1,615","1,596",18,13,108,487,719,"1,464","2,804",532,"1,525","1,056",893,"1,093","1,171","1,004","1,693","1,155",642
2013,10 ,8-Mar-13,"11,245","1,981",52,24,279,"1,287","1,706","3,269","4,625",23,16,167,727,"1,011","1,692","1,669",29,8,112,560,695,"1,577","2,956",529,"1,568","1,088",950,"1,198","1,210","1,041","1,724","1,198",719
2013,11 ,15-Mar-13,"11,180","2,054",55,27,313,"1,261","1,668","3,239","4,617",39,16,205,772,980,"1,615","1,638",16,11,108,489,688,"1,624","2,979",513,"1,538","1,067",912,"1,223","1,148","1,019","1,726","1,286",720
2013,12 ,22-Mar-13,"11,075","1,893",59,15,297,"1,245","1,609","3,280","4,567",25,6,203,743,945,"1,699","1,591",34,9,94,502,664,"1,581","2,976",517,"1,534","1,152",987,"1,121","1,168","1,017","1,631","1,195",729
2013,13 ,29-Mar-13,"9,280","1,588",41,22,238,"1,031","1,435","2,672","3,821",25,16,154,618,847,"1,347","1,393",16,6,84,413,588,"1,325","2,428",466,"1,300",927,764,960,908,902,"1,403","1,022",617
2013,14 ,5-Apr-13,"10,890","1,938",55,21,276,"1,245","1,652","3,162","4,467",39,14,161,755,954,"1,635","1,618",16,7,115,490,698,"1,527","2,849",516,"1,531","1,113",911,"1,153","1,084","1,041","1,579","1,169",736
2013,15 ,12-Apr-13,"12,147","2,138",47,20,308,"1,351","1,866","3,543","4,999",22,12,196,835,"1,093","1,834","1,805",25,8,112,516,773,"1,709","3,194",600,"1,660","1,147",952,"1,371","1,233","1,125","1,914","1,320",792
2013,16 ,19-Apr-13,"11,752","2,046",49,24,285,"1,352","1,814","3,418","4,808",33,11,200,817,"1,037","1,804","1,743",16,13,85,535,777,"1,614","3,065",565,"1,524","1,139","1,014","1,197","1,274","1,062","1,801","1,322",770
2013,17 ,26-Apr-13,"10,625","1,667",48,17,328,"1,226","1,693","3,009","4,304",30,7,216,761,"1,005","1,557","1,522",18,10,112,465,688,"1,452","2,782",505,"1,449","1,085",869,"1,066","1,134",981,"1,648","1,159",708
2013,18 ,3-May-13,"10,169","1,519",63,23,330,"1,225","1,650","2,897","3,978",26,13,231,749,992,"1,572","1,413",37,10,99,476,658,"1,325","2,565",555,"1,347",966,852,"1,042","1,070",952,"1,612","1,094",657
2013,19 ,10-May-13,"8,814","1,263",56,17,269,"1,046","1,468","2,594","3,363",34,10,163,631,873,"1,401","1,220",22,7,106,415,595,"1,193","2,143",483,"1,213",895,718,870,954,868,"1,306",942,547
2013,20 ,17-May-13,"9,847","1,421",67,20,278,"1,199","1,633","2,961","3,688",41,9,201,700,981,"1,594","1,328",26,11,77,499,652,"1,367","2,360",484,"1,295",995,823,"1,047","1,040",919,"1,546","1,068",603
2013,21 ,24-May-13,"9,530","1,262",52,24,255,"1,133","1,489","2,912","3,663",34,15,178,688,840,"1,580","1,332",18,9,77,445,649,"1,332","2,331",489,"1,293",978,776,"1,000",978,863,"1,501","1,020",606
2013,22 ,31-May-13,"8,333","1,098",50,17,223,"1,036","1,428","2,479","3,098",34,7,137,592,796,"1,272","1,151",16,10,86,444,632,"1,207","1,947",488,"1,176",779,695,846,875,769,"1,267",856,557
2013,23 ,7-Jun-13,"9,482","1,291",42,19,298,"1,164","1,630","2,803","3,525",23,11,190,685,950,"1,414","1,341",19,8,108,479,680,"1,389","2,184",502,"1,256",917,803,"1,002","1,004",870,"1,525",961,603
2013,24 ,14-Jun-13,"8,869","1,131",57,20,249,"1,158","1,501","2,622","3,261",36,13,159,686,876,"1,369","1,229",21,7,90,472,625,"1,253","2,032",468,"1,206",874,735,909,947,865,"1,318",975,556
2013,25 ,21-Jun-13,"8,904","1,158",57,24,287,"1,137","1,495","2,623","3,281",32,18,193,670,842,"1,388","1,228",25,6,94,467,653,"1,235","2,053",467,"1,163",850,757,861,994,866,"1,381",947,583
2013,26 ,28-Jun-13,"8,589","1,108",39,20,295,"1,104","1,469","2,525","3,136",23,12,188,673,846,"1,310","1,157",16,8,107,431,623,"1,215","1,979",476,"1,150",817,696,846,"1,022",811,"1,310",906,533
2013,27 ,5-Jul-13,"8,790","1,073",52,16,262,"1,173","1,489","2,548","3,223",24,7,169,685,861,"1,336","1,211",28,9,93,488,628,"1,212","2,012",449,"1,190",868,769,894,912,833,"1,415",926,520
2013,28 ,12-Jul-13,"8,533","1,095",51,26,274,"1,092","1,450","2,494","3,146",26,15,174,666,859,"1,294","1,232",25,11,100,426,591,"1,200","1,914",413,"1,212",861,702,902,860,797,"1,305",914,534
2013,29 ,19-Jul-13,"8,790","1,092",50,17,290,"1,153","1,465","2,585","3,230",27,11,175,706,885,"1,367","1,170",23,6,115,447,580,"1,218","2,060",480,"1,130",902,718,969,907,803,"1,394",958,513
2013,30 ,26-Jul-13,"8,476","1,061",53,14,269,"1,069","1,439","2,470","3,162",34,6,180,648,821,"1,287","1,109",19,8,89,421,618,"1,183","2,053",426,"1,173",789,751,852,864,837,"1,282",922,553
2013,31 ,2-Aug-13,"8,159",996,59,20,256,"1,091","1,383","2,330","3,018",29,12,162,645,807,"1,210","1,091",30,8,94,446,576,"1,120","1,927",395,"1,121",851,648,853,866,766,"1,269",853,518
2013,32 ,9-Aug-13,"8,280",982,47,11,274,"1,056","1,458","2,451","2,983",25,10,176,605,854,"1,327","1,119",22,1,98,451,604,"1,124","1,864",417,"1,123",855,715,828,874,717,"1,302",911,516
2013,33 ,16-Aug-13,"8,231",972,52,22,271,"1,134","1,395","2,392","2,964",28,9,165,656,819,"1,260","1,089",24,13,106,478,576,"1,132","1,875",461,"1,133",819,642,849,830,767,"1,274",904,524
2013,34 ,23-Aug-13,"8,579",996,53,20,251,"1,042","1,516","2,524","3,167",32,10,162,643,876,"1,263","1,200",21,10,89,399,640,"1,261","1,967",447,"1,171",854,664,902,902,790,"1,389",909,524
2013,35 ,30-Aug-13,"7,688",868,40,15,223,964,"1,295","2,287","2,861",17,8,147,548,783,"1,183","1,067",23,7,76,416,512,"1,104","1,794",393,"1,062",790,647,754,775,754,"1,164",808,511
2013,36 ,6-Sep-13,"8,905","1,042",52,23,290,"1,098","1,484","2,641","3,316",34,13,208,634,868,"1,420","1,234",18,10,82,464,616,"1,221","2,082",485,"1,209",874,747,895,922,810,"1,355","1,003",569
2013,37 ,13-Sep-13,"8,347",895,61,19,247,"1,099","1,437","2,376","3,108",33,8,147,661,878,"1,284","1,147",28,11,100,438,559,"1,092","1,961",438,"1,105",833,721,881,888,770,"1,253",888,530
2013,38 ,20-Sep-13,"8,635",994,58,18,263,"1,094","1,516","2,526","3,158",42,8,164,683,889,"1,347","1,158",16,10,99,411,627,"1,179","2,000",450,"1,145",875,723,842,904,813,"1,352",953,543
2013,39 ,27-Sep-13,"9,155","1,099",54,18,282,"1,180","1,527","2,597","3,497",25,11,185,696,891,"1,323","1,280",29,7,97,484,636,"1,274","2,217",469,"1,277",935,742,930,985,839,"1,429",960,558
2013,40 ,4-Oct-13,"9,191","1,149",48,16,302,"1,134","1,494","2,697","3,498",25,5,204,686,850,"1,425","1,333",23,11,98,448,644,"1,272","2,165",526,"1,251",862,786,910,979,915,"1,374",972,589
2013,41 ,11-Oct-13,"8,939","1,143",58,18,316,"1,102","1,538","2,614","3,293",31,9,209,650,907,"1,406","1,233",27,9,107,452,631,"1,208","2,060",481,"1,186",933,753,915,933,859,"1,325",971,555
2013,42 ,18-Oct-13,"9,237","1,157",58,18,288,"1,166","1,480","2,729","3,494",31,12,182,714,884,"1,452","1,232",27,6,106,452,596,"1,277","2,262",504,"1,231",865,792,937,"1,033",862,"1,378",987,594
2013,43 ,25-Oct-13,"9,236","1,215",51,25,274,"1,131","1,482","2,651","3,621",28,17,186,662,853,"1,430","1,354",23,8,88,469,629,"1,221","2,267",482,"1,227",876,803,951,943,870,"1,471","1,007",551
2013,44 ,1-Nov-13,"9,107","1,206",53,15,293,"1,103","1,546","2,637","3,460",27,10,189,651,928,"1,383","1,278",26,5,104,452,618,"1,254","2,182",523,"1,258",875,769,963,997,835,"1,336",977,559
2013,45 ,8-Nov-13,"9,449","1,246",65,16,276,"1,133","1,552","2,819","3,588",38,7,182,680,878,"1,502","1,354",27,9,94,453,674,"1,317","2,234",494,"1,221",950,765,963,"1,008",918,"1,455","1,052",591
2013,46 ,15-Nov-13,"9,583","1,277",72,29,316,"1,222","1,528","2,775","3,641",38,15,212,734,848,"1,445","1,322",34,14,104,488,680,"1,330","2,319",565,"1,301",954,804,925,"1,006",922,"1,428","1,044",597
2013,47 ,22-Nov-13,"9,587","1,235",54,18,310,"1,183","1,549","2,811","3,662",28,7,201,756,922,"1,466","1,356",26,11,109,427,627,"1,345","2,306",503,"1,357",898,811,992,"1,003",879,"1,485","1,020",609
2013,48 ,29-Nov-13,"9,636","1,241",66,23,324,"1,127","1,588","2,901","3,604",41,17,216,678,978,"1,578","1,340",25,6,108,449,610,"1,323","2,264",523,"1,319",932,803,986,985,882,"1,500","1,054",627
2013,49 ,6-Dec-13,"9,908","1,336",51,23,295,"1,192","1,629","2,889","3,825",25,13,198,728,948,"1,522","1,466",26,10,97,464,681,"1,367","2,359",486,"1,307",974,837,"1,000","1,059",895,"1,605","1,102",621
2013,50 ,13-Dec-13,"10,033","1,451",50,19,318,"1,141","1,633","2,935","3,937",22,8,217,669,934,"1,554","1,484",28,11,101,472,699,"1,381","2,453",478,"1,426","1,038",802,"1,058","1,007",917,"1,505","1,126",654
2013,51 ,20-Dec-13,"10,335","1,484",69,27,375,"1,280","1,614","3,017","3,951",47,13,245,797,932,"1,557","1,480",22,14,130,483,682,"1,460","2,471",536,"1,366","1,052",901,"1,091","1,067",975,"1,577","1,101",644
2013,52 ,27-Dec-13,"6,606",966,41,13,189,796,"1,060","1,890","2,617",18,11,120,469,617,993,993,23,2,69,327,443,897,"1,624",374,925,689,563,616,711,590,"1,019",692,404
2014,1 ,3-Jan-14,"12,328",:,36,16,213,"1,269","1,868","3,308","4,738",20,12,125,731,"1,043","1,700","1,767",16,4,88,538,825,"1,608","2,971",554,"1,581","1,139",952,"1,212","1,164","1,129","1,739","1,208",751
2014,2 ,10-Jan-14,"12,939","1,783",47,25,276,"1,391","1,885","3,482","4,739",26,17,152,831,"1,089","1,835","1,753",21,8,124,560,796,"1,647","2,986",615,"1,549","1,151",989,"1,304","1,297","1,103","1,897","1,187",725
2014,3 ,17-Jan-14,"11,586","1,676",67,15,278,"1,326","1,727","3,215","4,433",27,6,175,782,"1,002","1,659","1,648",40,9,103,544,725,"1,556","2,785",547,"1,520","1,077",894,"1,181","1,183",962,"1,732","1,235",690
2014,4 ,24-Jan-14,"11,115","1,512",48,18,301,"1,228","1,696","3,008","4,075",29,12,194,742,977,"1,586","1,524",19,6,107,486,719,"1,422","2,551",573,"1,377","1,058",872,"1,084","1,076",982,"1,589","1,118",604
2014,5 ,31-Jan-14,"10,710","1,492",54,21,313,"1,249","1,656","2,951","4,014",27,11,200,765,980,"1,555","1,439",27,10,113,484,676,"1,396","2,575",550,"1,385","1,020",869,"1,114","1,057",967,"1,603","1,053",622
2014,6 ,7-Feb-14,"10,363","1,418",47,24,303,"1,246","1,566","2,937","4,021",28,17,193,770,892,"1,518","1,542",19,7,110,476,674,"1,419","2,479",537,"1,431",976,839,"1,039","1,121",941,"1,517","1,055",655
2014,7 ,14-Feb-14,"10,456","1,442",58,27,328,"1,196","1,652","2,959","3,966",33,15,218,698,981,"1,535","1,505",25,12,110,498,671,"1,424","2,461",538,"1,453",999,862,"1,105","1,081",952,"1,497","1,095",590
2014,8 ,21-Feb-14,"10,411","1,607",58,28,310,"1,191","1,634","2,985","4,220",31,18,200,705,949,"1,547","1,684",27,10,110,486,685,"1,438","2,536",590,"1,408","1,016",864,"1,024","1,118",950,"1,629","1,128",681
2014,9 ,28-Feb-14,"10,208","1,519",70,22,312,"1,240","1,744","2,989","4,000",34,11,196,718,"1,043","1,588","1,427",36,11,116,522,701,"1,401","2,573",526,"1,428",983,912,"1,098","1,115",982,"1,608","1,071",621
2014,10 ,7-Mar-14,"10,174","1,497",44,20,329,"1,170","1,607","2,867","3,790",24,11,210,702,922,"1,478","1,407",20,9,119,468,685,"1,389","2,383",536,"1,342",962,801,"1,049","1,042",949,"1,495","1,026",605
2014,11 ,14-Mar-14,"10,102","1,412",52,26,332,"1,276","1,629","2,867","3,816",27,8,209,771,959,"1,454","1,396",25,18,123,505,670,"1,413","2,420",522,"1,400","1,000",872,998,"1,005",985,"1,487","1,086",617
2014,12 ,21-Mar-14,"9,906","1,312",54,15,330,"1,225","1,612","2,895","3,696",33,9,215,729,955,"1,479","1,391",21,6,115,496,657,"1,416","2,305",516,"1,312",959,833,"1,057",997,953,"1,580","1,000",607
2014,13 ,28-Mar-14,"9,121","1,296",76,19,270,"1,206","1,529","2,852","3,670",39,9,175,722,904,"1,501","1,392",37,10,95,484,625,"1,351","2,278",516,"1,352",896,836,964,"1,040",937,"1,466",978,604
2014,14 ,4-Apr-14,"9,639","1,363",45,18,310,"1,174","1,645","2,915","3,823",19,10,184,700,961,"1,568","1,465",26,8,126,474,684,"1,347","2,358",562,"1,354",940,851,"1,024","1,100",969,"1,484","1,018",626
2014,15 ,11-Apr-14,"9,941","1,320",59,23,299,"1,160","1,627","2,631","3,701",39,15,203,717,922,"1,402","1,421",20,8,96,443,705,"1,229","2,280",502,"1,279",921,772,"1,000",985,884,"1,510","1,039",589
2014,16 ,18-Apr-14,"10,000","1,042",49,18,243,951,"1,344","2,362","3,029",29,12,153,582,750,"1,270","1,145",20,6,90,369,594,"1,092","1,884",443,"1,078",775,654,862,876,727,"1,188",855,527
2014,17 ,25-Apr-14,"9,610","1,279",55,20,277,"1,087","1,573","2,801","3,544",33,11,178,633,922,"1,464","1,381",22,9,99,454,651,"1,337","2,163",458,"1,348",919,818,919,950,910,"1,441",945,634
2014,18 ,2-May-14,"9,520","1,434",49,23,356,"1,283","1,722","3,043","4,049",29,10,220,763,"1,003","1,583","1,496",20,13,136,520,719,"1,460","2,553",589,"1,367","1,049",832,"1,081","1,095",975,"1,670","1,159",686
2014,19 ,9-May-14,"9,123","1,165",40,17,226,"1,015","1,468","2,543","3,304",23,10,149,603,886,"1,362","1,264",17,7,77,412,582,"1,181","2,040",456,"1,163",835,752,860,951,810,"1,312",944,515
2014,20 ,16-May-14,"9,395","1,185",48,20,291,"1,162","1,592","2,690","3,709",23,12,165,694,940,"1,420","1,386",25,8,126,468,652,"1,270","2,323",482,"1,235",960,793,"1,002","1,051",887,"1,511",988,576
2014,21 ,23-May-14,"9,367","1,190",65,17,319,"1,144","1,628","2,669","3,469",38,10,199,701,964,"1,415","1,246",27,7,120,443,664,"1,254","2,223",505,"1,276",898,745,919,912,946,"1,416","1,066",602
2014,22 ,30-May-14,"8,473","1,049",45,21,210,986,"1,409","2,279","3,078",29,11,130,591,820,"1,217","1,153",16,10,80,395,589,"1,062","1,925",465,"1,158",791,686,748,775,804,"1,261",807,514
2014,23 ,6-Jun-14,"8,762","1,211",56,32,301,"1,170","1,639","2,748","3,608",36,23,192,698,977,"1,455","1,399",20,9,109,472,662,"1,293","2,209",463,"1,263",925,826,997,"1,064",890,"1,536",979,588
2014,24 ,13-Jun-14,"9,046","1,150",58,22,292,"1,136","1,575","2,725","3,602",34,18,194,706,918,"1,481","1,392",24,4,98,430,657,"1,244","2,210",471,"1,282",888,792,982,961,869,"1,522","1,045",574
2014,25 ,20-Jun-14,"8,772","1,033",52,15,313,"1,144","1,472","2,663","3,287",24,9,194,673,868,"1,421","1,278",28,6,119,471,604,"1,242","2,009",485,"1,241",826,794,893,"1,010",825,"1,341",957,552
2014,26 ,27-Jun-14,"8,712","1,162",51,17,285,"1,173","1,536","2,558","3,311",23,13,173,719,897,"1,378","1,203",28,4,112,454,639,"1,180","2,108",505,"1,201",904,774,927,955,839,"1,314",946,541
2014,27 ,4-Jul-14,"8,742","1,032",38,26,251,"1,143","1,498","2,495","3,312",21,16,162,682,927,"1,310","1,246",17,10,89,461,571,"1,185","2,066",451,"1,189",906,748,898,898,807,"1,391",886,568
2014,28 ,11-Jul-14,"8,513","1,038",44,32,296,"1,098","1,428","2,545","3,339",20,19,182,677,840,"1,377","1,256",24,13,114,421,588,"1,168","2,083",487,"1,235",829,771,848,"1,013",804,"1,311",912,551
2014,29 ,18-Jul-14,"8,510","1,042",42,24,276,"1,180","1,546","2,622","3,424",21,12,167,713,924,"1,383","1,295",21,12,109,467,622,"1,239","2,129",514,"1,242",905,789,927,933,826,"1,419",930,601
2014,30 ,25-Jul-14,"8,491","1,066",57,19,234,"1,109","1,507","2,628","3,409",29,12,145,637,888,"1,374","1,266",28,7,89,472,619,"1,254","2,143",477,"1,220",806,719,897,"1,006",884,"1,381",961,590
2014,31 ,1-Aug-14,"8,521","1,051",52,20,312,"1,114","1,520","2,556","3,339",29,10,203,687,869,"1,322","1,261",23,10,109,427,651,"1,234","2,078",482,"1,176",870,705,939,970,875,"1,399",930,545
2014,32 ,8-Aug-14,"8,482","1,023",58,22,248,"1,155","1,455","2,514","3,302",28,13,164,691,842,"1,304","1,175",30,9,84,464,613,"1,210","2,127",440,"1,179",854,720,954,917,836,"1,360",923,545
2014,33 ,15-Aug-14,"8,513","1,018",57,18,293,"1,151","1,420","2,533","3,318",27,11,190,720,826,"1,354","1,280",30,7,103,431,594,"1,179","2,038",505,"1,174",862,761,865,943,836,"1,338",956,526
2014,34 ,22-Aug-14,"8,605",924,58,15,268,"1,128","1,453","2,515","3,332",26,10,170,665,830,"1,358","1,221",32,5,98,463,623,"1,157","2,111",497,"1,220",877,777,885,920,847,"1,277",911,526
2014,35 ,29-Aug-14,"7,795",979,40,15,246,988,"1,346","2,360","3,032",25,12,153,566,761,"1,212","1,162",15,3,93,422,585,"1,148","1,870",468,"1,149",831,623,824,809,717,"1,220",848,515
2014,36 ,5-Sep-14,"8,628","1,139",50,13,247,"1,167","1,641","2,858","3,695",20,7,145,686,992,"1,498","1,348",30,6,102,481,649,"1,360","2,347",530,"1,299","1,003",745,"1,026","1,054",923,"1,467","1,012",582
2014,37 ,12-Sep-14,"8,603","1,082",57,23,300,"1,146","1,487","2,701","3,570",35,13,203,689,911,"1,429","1,378",22,10,97,457,576,"1,272","2,192",487,"1,229",899,762,963,999,893,"1,448","1,004",562
2014,38 ,19-Sep-14,"8,663","1,051",57,13,262,"1,137","1,510","2,667","3,459",37,5,168,665,931,"1,381","1,247",20,8,94,472,579,"1,286","2,212",505,"1,241",901,747,962,968,873,"1,315","1,005",568
2014,39 ,26-Sep-14,"8,911","1,080",56,17,292,"1,097","1,501","2,637","3,447",34,11,190,693,911,"1,364","1,266",22,6,102,404,590,"1,273","2,181",525,"1,171",897,736,941,983,832,"1,431",936,571
2014,40 ,3-Oct-14,"8,976","1,075",54,22,288,"1,113","1,481","2,680","3,631",33,15,191,647,828,"1,420","1,379",21,7,97,466,653,"1,260","2,252",525,"1,261",888,769,969,989,871,"1,435",967,569
2014,41 ,10-Oct-14,"9,056","1,069",66,21,270,"1,158","1,483","2,640","3,535",32,9,175,701,854,"1,383","1,358",34,12,95,457,629,"1,257","2,177",568,"1,187",891,809,975,983,804,"1,396",958,556
2014,42 ,17-Oct-14,"9,136","1,091",49,19,273,"1,158","1,551","2,732","3,681",21,10,172,711,912,"1,447","1,390",28,9,101,447,639,"1,285","2,291",498,"1,290",979,785,920,"1,023",869,"1,397","1,039",627
2014,43 ,24-Oct-14,"9,321","1,203",56,19,285,"1,122","1,571","2,808","3,742",30,8,175,676,926,"1,495","1,387",26,11,110,446,645,"1,313","2,355",472,"1,259",937,775,"1,014","1,024",893,"1,525","1,010",670
2014,44 ,31-Oct-14,"9,439","1,180",51,25,312,"1,119","1,593","2,771","3,715",34,17,197,649,952,"1,405","1,398",17,8,115,470,641,"1,366","2,317",496,"1,300",940,782,974,950,"1,016","1,399","1,030",673
2014,45 ,7-Nov-14,"9,414","1,244",47,16,289,"1,153","1,537","2,875","3,834",29,10,183,684,880,"1,568","1,427",18,6,106,469,657,"1,307","2,407",488,"1,290",960,856,992,"1,118",884,"1,541","1,020",573
2014,46 ,14-Nov-14,"9,536","1,277",60,12,300,"1,156","1,631","2,933","3,937",32,4,185,673,980,"1,529","1,467",28,8,115,483,651,"1,404","2,470",523,"1,395",948,833,"1,054","1,095",973,"1,571","1,024",592
2014,47 ,21-Nov-14,"9,492","1,135",49,16,288,"1,092","1,547","2,733","3,729",24,8,193,651,919,"1,440","1,398",25,8,95,441,628,"1,293","2,331",471,"1,261",949,802,963,992,860,"1,521",999,612
2014,48 ,28-Nov-14,"9,399","1,213",64,18,321,"1,224","1,642","2,894","3,757",36,8,212,719,956,"1,515","1,413",28,10,109,505,686,"1,379","2,344",517,"1,330",982,804,"1,025","1,056",995,"1,578",988,622
2014,49 ,5-Dec-14,"10,112","1,463",62,26,339,"1,194","1,674","2,935","4,037",35,10,220,743,952,"1,549","1,512",27,16,119,451,722,"1,386","2,525",520,"1,443","1,018",797,"1,034","1,128","1,001","1,573","1,080",650
2014,50 ,12-Dec-14,"10,324","1,552",40,24,300,"1,202","1,715","3,085","4,180",21,16,208,689,959,"1,662","1,529",19,8,92,513,756,"1,423","2,651",575,"1,475","1,069",899,"1,065","1,080","1,016","1,541","1,076",731
2014,51 ,19-Dec-14,"10,886","1,950",50,24,285,"1,258","1,835","3,279","4,950",23,15,184,750,"1,100","1,679","1,856",27,9,101,508,735,"1,600","3,094",633,"1,591","1,176","1,003","1,204","1,215","1,139","1,707","1,266",723
2014,52 ,26-Dec-14,"8,310","1,366",37,16,189,782,"1,238","2,247","3,327",22,10,128,447,690,"1,145","1,205",15,6,61,335,548,"1,102","2,122",438,"1,101",833,660,743,804,773,"1,155",812,503
2015,1 ,2-Jan-15,"12,286","2,418",56,16,198,"1,229","1,845","3,548","5,392",29,9,108,689,"1,042","1,865","1,915",27,7,90,540,803,"1,683","3,477",699,"1,718","1,261","1,012","1,296","1,221","1,233","1,811","1,272",725
2015,2 ,9-Jan-15,"16,237","3,521",80,28,298,"1,552","2,387","4,505","7,387",45,15,192,912,"1,347","2,306","2,596",35,13,106,640,"1,040","2,199","4,791",753,"2,282","1,607","1,328","1,713","1,712","1,549","2,525","1,697","1,031"
2015,3 ,16-Jan-15,"14,866","3,251",46,28,316,"1,393","2,107","4,191","6,785",25,13,212,813,"1,205","2,104","2,443",21,15,104,580,902,"2,087","4,342",799,"1,968","1,442","1,286","1,542","1,657","1,275","2,427","1,498",936
2015,4 ,23-Jan-15,"13,934","2,734",61,20,318,"1,387","2,019","3,964","6,165",34,15,211,837,"1,105","2,030","2,215",27,5,107,550,914,"1,934","3,950",798,"1,806","1,386","1,206","1,400","1,565","1,220","2,196","1,510",828
2015,5 ,30-Jan-15,"12,900","2,278",66,20,329,"1,368","1,869","3,685","5,563",42,11,215,799,"1,100","1,908","1,986",24,9,114,569,769,"1,777","3,577",717,"1,669","1,220","1,119","1,395","1,450","1,119","1,991","1,398",801
2015,6 ,6-Feb-15,"12,039","2,115",66,30,286,"1,280","1,774","3,425","5,178",37,18,173,753,"1,052","1,821","1,912",29,12,113,527,722,"1,604","3,266",669,"1,586","1,151","1,071","1,229","1,360","1,097","1,843","1,297",720
2015,7 ,13-Feb-15,"11,822","1,985",66,18,312,"1,281","1,798","3,398","4,949",31,13,204,749,"1,059","1,826","1,850",35,5,108,532,739,"1,572","3,099",661,"1,608","1,128","1,021","1,161","1,284","1,108","1,836","1,283",710
2015,8 ,20-Feb-15,"11,434","1,994",47,18,303,"1,225","1,714","3,309","4,817",25,7,187,733,973,"1,713","1,809",22,11,116,492,741,"1,596","3,008",669,"1,466","1,068",965,"1,152","1,276","1,102","1,713","1,257",739
2015,9 ,27-Feb-15,"11,472","1,931",48,25,296,"1,267","1,749","3,355","4,731",28,14,184,760,997,"1,749","1,749",20,11,112,507,752,"1,606","2,982",606,"1,466","1,113",973,"1,149","1,286","1,062","1,767","1,290",736
2015,10 ,6-Mar-15,"11,469","1,806",44,19,291,"1,225","1,850","3,279","4,759",29,11,181,763,"1,087","1,689","1,696",15,8,110,462,763,"1,590","3,063",622,"1,559","1,106",966,"1,188","1,232","1,063","1,709","1,290",712
2015,11 ,13-Mar-15,"10,951","1,744",38,17,272,"1,228","1,725","3,122","4,547",27,7,158,707,981,"1,623","1,590",11,10,114,521,744,"1,499","2,957",573,"1,462","1,040",904,"1,101","1,172","1,070","1,731","1,219",661
2015,12 ,20-Mar-15,"10,568","1,642",44,20,302,"1,254","1,621","3,029","4,298",17,15,194,755,929,"1,570","1,600",27,5,108,499,692,"1,459","2,698",566,"1,401",982,872,"1,083","1,158","1,092","1,531","1,192",680
2015,13 ,27-Mar-15,"10,493","1,550",45,21,286,"1,181","1,650","3,020","4,289",29,11,177,709,926,"1,576","1,595",16,10,109,472,724,"1,444","2,694",512,"1,392","1,032",891,"1,071","1,098","1,080","1,566","1,164",666
2015,14 ,3-Apr-15,"9,062","1,393",47,17,214,976,"1,405","2,642","3,760",27,12,137,589,819,"1,364","1,410",20,5,77,387,586,"1,278","2,350",490,"1,251",841,784,980,971,877,"1,352",920,580
